Index,Symbol,Name,EgeriaScore,PortfolioWeight,YearlyReturn5YrAvg,P/E Ratio Norm,Price/Sales Norm,Beta Norm,Quick Ratio Norm,Debt/Equity Norm,EBIDTA Margin Norm,5 Year STD Norm,10 Year STD Norm,EBIDTA Avg Growth Rate Norm,Revenue Avg Growth Rate Norm,5 Year Return Norm,10 Year Return Norm,Yield Norm,Free Cashflow Growth Norm
034,KLAC,"KLA Corporation",30.655,2.04,90.8,-0.7130254539277338,-3,-2.443809000265189,0.7324995284332068,1.9236058392610607,1.9570210269901223,-3,-2.9788207625598098,2.902805379718923,1.4160661600675,3,3,1.4,2.6478732830688747
035,MSFT,"Microsoft Corporation",30.038,2.03,47.16,-1.1182736751999383,-3,-0.34923073815718797,1.0714457171936362,1.9800455817246378,3,-0.4490320122886926,-0.29350164311618077,0.13321230743017054,-0.17534482489972697,3,3,0.95,-0.9036562733588109
036,ON,"ON Semiconductor Corporation",29.853,2.01,33.67,1.1104947739640085,-2.7218824289761705,-3,1.1309763692984065,1.9860853699277876,1.9017327032594205,-3,-3,3,0.3942422084616517,3,3,,3
037,COP,"ConocoPhillips",28.783,2.0,26.72,0.9329214309040126,-1.8456644784301397,-2.2472262767390836,0.41479260369815085,1.9810690151991721,2.5636878573591493,-3,-3,3,3,3,-0.09831333385432459,2.59,3
038,LRCX,"Lam Research Corporation",28.707,1.99,75.49,-0.8323608102410763,-3,-3,1.9179133259002925,1.9742478695939623,1.1174493074632812,-3,-3,2.2069146841887948,1.3041397429626933,3,3,1.28,3
039,CTRA,"Coterra Energy Inc.",28.372,1.98,7.03,1.041947555433311,-3,3,0.2289156626506026,1.9886862489454713,3,-3,-3,3,3,-0.5931979098969481,-1.990345428249893,3,3
040,PHM,"PulteGroup, Inc.",28.214,1.97,52.9,1.41294449672318,0.5767910322730233,-3,1.2860109389266805,1.9890134800669963,0.19814004588216388,-3,-3,2.266151101968788,-0.24432413134000192,3,3,1.12,3
041,ROP,"Roper Technologies, Inc.",27.962,0.0,11.56,-1.6431810741304835,-3,-0.9643661812740351,-1.191212203023758,1.9877067091626157,2.3105960050503414,-0.6838536383486566,0.41800312202378276,0.9073991022386402,0.0870852053223885,0.3129588834365714,2.4563190579796266,0.52,3
042,MOH,"Molina Healthcare, Inc.",27.838,0.0,38.39,0.465603615628421,2.1224462729376223,1.083779676672182,0.9899608227228209,1.9493380782918148,-1.488142756515614,-3,-3,0.20768925861341286,1.3117364199300503,3,3,,2.115245486766548
043,MNST,"Monster Beverage Corporation",27.713,0.0,18.13,-0.9620035350747085,-3,0.14472889959809554,3,1.9964568638907714,0.8322764045570136,-0.637683626063307,-1.1044619074388313,-1.582546553113263,0.16835029370773,1.6258223596619807,3,,1.3817100032266794
044,BRO,"Brown & Brown, Inc.",27.689,0.0,34.29,-0.23301316825153714,-3,-0.03074127139187477,-0.8901127720954629,1.9666430056643005,1.6961240310077519,-1.2950513215282662,0.49791634766161774,0.8530233490800605,0.44759936108421955,3,3,0.72,-0.272276158614795
045,EXR,"Extra Space Storage Inc.",27.592,0.0,11.64,-1.1251630612371726,-3,-0.02697757329721273,-0.4579679602643283,1.9832640134707153,3,-2.2748422479511134,-1.094102938494884,2.491564020042836,1.7566725795985974,0.3284766569082103,1.6701159656667603,3,1.4226392948278033
046,MA,"Mastercard Incorporated",27.539,0.0,18.57,-1.3065459944088795,-3,-1.4549339957018237,-0.3718642400393508,1.8976735459662288,3,-0.740100276555971,0.024879538948721525,1.1795584993568433,0.602565758338016,1.7132149527315903,3,0.51,0.8234087787170417
047,AVGO,"Broadcom Inc.",26.698,0.0,71.15,-2.310669533334388,-3,-1.9937530727358133,2.6841323430114787,1.9592521260630316,3,-2.368486555949098,-3,1.7086696308398686,-0.08345571397815803,3,3,2.97,0.02717409645700606
048,CMS,"CMS Energy Corporation",26.676,0.0,5.61,0.39682241429704795,-1.1244329293109778,2.0554252306104135,-1.1910189982728843,1.9326829268292685,1.7335834896810502,0.15451206173612153,0.8774522110441394,-2.013977145065663,-1.7806827499094677,-0.8770578936812913,0.3160254257936439,2.83,3
049,INTU,"Intuit Inc.",26.169,0.0,27.45,-3,-3,-2.209000920157478,0.5240105540897098,1.9878267415600208,0.9077779250033124,-2.202089452423256,-1.0478316404309735,0.7235876782861268,1.6971411942145338,3,3,0.62,2.6751341593650926
050,AMAT,"Applied Materials, Inc.",25.864,0.0,71.22,0.18944840764145215,-3,-3,1.3765599565925122,1.982408710012845,1.3434019256182743,-3,-3,1.7274307447062107,0.24752890191099014,3,3,1.06,3
051,NVR,"NVR, Inc.",25.812,0.0,28.56,0.7088487235657238,-1.8549611272558764,-1.7475706936748914,3,1.9897494939543727,0.06927317140241473,-2.790326564919181,-1.8313476450262574,1.6722116100789115,-1.2110637371382786,3,3,,1.3640434283918061
052,PWR,"Quanta Services, Inc.",25.745,0.0,103.04,-2.2003288726699948,0.09176278945024854,-1.2937536880120448,0.7293211967660032,1.9682605626920266,-1.1520680334252043,-3,-2.472491617557661,1.8702219226850538,1.6473240421582638,3,3,0.26,3
053,POOL,"Pool Corporation",25.368,0.0,23.08,-0.26725430489853197,-1.4767634076296936,-1.111263087006098,-0.9375504368381584,1.9677741933763817,-0.5803597304313526,-2.890737360169271,-1.036735983373232,1.6485938703142309,-0.2739585376894446,2.616390549044296,3,0.91,3
054,O,"Realty Income Corporation",23.353,0.0,0.02,-1.7736975200853582,-3,-0.753241745075216,0.9899323694288875,1.9850204679712655,3,-2.034129100379734,-0.4298822724768767,3,3,-1.9962689495151182,-0.6057576633768298,3,3
055,TDY,"Teledyne Technologies Incorporated",23.254,0.0,11.98,0.21729084791569708,-3,-1.0931397449962843,0.09546458297944627,1.9885001952023598,0.39819004524886875,-1.120305375037609,-0.5729542167759698,3,1.7368126446058298,0.39569459671501306,2.3837011280693696,,1.635362128455973
056,WEC,"WEC Energy Group, Inc.",23.111,0.0,4.91,0.44250864965155,-2.1311906546343247,1.8850793707031595,-1.395440681942598,1.945777482857775,1.9664904981446079,-0.17065876278494052,0.592149715132364,-1.443401993781619,-1.4730481943533982,-1.0189712136676374,-0.1626465623825542,2.96,3
057,FTNT,"Fortinet, Inc.",22.845,0.0,49.24,-1.7272193777635274,-3,-0.9621713867432369,0.06636192524872264,2.3332887354337504,0.7674935907102998,-3,-3,3,2.405519116847161,3,3,,1.3694830494641443
058,AMD,"Advanced Micro Devices, Inc.",22.488,0.0,86.29,-3,-3,-3,1.3362236507699206,1.995708509267874,-0.17063492063492086,-3,-3,3,3,3,3,,3
059,COST,"Costco Wholesale Corporation",22.041,0.0,43.57,-2.095924871242964,0.8910928014798059,0.19305177867298406,-0.9566745079355627,1.964932556468992,-1.5409278698538749,-0.17037551191753675,0.4256340760192927,-0.13152757150658695,-0.3277977116200372,3,3,0.73,0.10669552116054781
060,ABBV,"AbbVie Inc.",21.767,0.0,33.56,-3,-3,1.1080475475715628,-0.7330673079464074,1.7600115830115832,1.1613829669722742,-1.2379065986690758,-1.2214063108303082,0.6208652060154591,-1.6960521880703392,3,3,3,-0.8517371182051896
061,MSCI,"MSCI Inc.",21.712,0.0,27.76,-1.0449397536062126,-3,-1.3737624684145544,-0.28958652626027925,2.1691886331316472,3,-2.17814533657804,-1.3197785515654692,1.337930402683498,-0.130927181253659,3,3,0.87,-0.06933191443125715
062,NOW,"ServiceNow, Inc.",21.628,0.0,39.29,-3,-3,-0.8645731288487901,-0.12274270196877124,1.9744126900891452,-0.22316352692007602,-3,-3,3,2.1449725492281275,3,3,,2.206078272739709
063,EXPD,"Expeditors International of Washington, Inc.",21.473,0.0,10.28,0.1937078492827642,-0.05505909701729142,-0.7581960158259721,1.5736453392724292,1.9821582948103835,-0.8305643696687459,-0.9519901362181296,-0.03756552538482438,0.24505620110678591,-0.9871057917569139,0.05602101423340713,0.9575484305818646,1.17,3
064,CVX,"Chevron Corporation",21.182,0.0,13.1,0.930072160175761,0.4145840069302565,-1.529419215510378,-0.25506851013702025,1.9876112253583256,0.4282297258180007,-2.35584278973354,-1.3917933196212902,3,3,0.6194747787275952,-0.6935757243095251,3,3
065,MMC,"Marsh & McLennan Companies, Inc.",21.162,0.0,25.91,-0.12332706036496938,-3,-0.5936590932661628,-1.0122758272290984,1.9414978262652778,0.8202705604466393,-0.2564731810543188,1.0919215199914656,0.31378397716709544,-1.0438273260979052,3,3,1.46,-1.194155852135998
066,PKG,"Packaging Corporation of America",20.89,0.0,22.76,0.2953985373807736,-0.5564767519452493,0.12662403051845572,1.443153985936636,1.976565181497511,0.031708598746523486,-0.878289793015127,-0.9570468830675312,-0.6169798759720496,-1.812972182287437,2.551044819404334,1.4614632492166788,3,-0.12261632705953503
067,LIN,"Linde plc",20.791,0.0,33.84,-1.0189345970677335,-3,-0.8202158998886883,-0.7585417064325253,1.9800020140986907,1.7185730809033906,-0.5700308222524253,0.3212456162915913,-0.24891692919398026,-1.6765615475246194,3,2.1550142129884233,1.49,0.16407973669894388
068,NDAQ,"Nasdaq, Inc.",20.287,0.0,24.2,-0.3857904265936608,-3,-0.7663041483294841,-1.6520775623268698,1.9603051035502959,1.29320580474934,-0.6903910079384676,0.217655536488909,-0.5347327505399839,-2.479038201831515,2.8398032160191002,3,1.46,0.623307190812912
069,MCHP,"Microchip Technology Incorporated",20.214,0.0,16.83,0.4468469187326995,-3,-3,-1.0128903995382543,1.969735015966593,2.747637947385058,-3,-3,3,1.9139357375977029,1.3658686934766888,2.3265322580645162,1.47,3
070,SNPS,"Synopsys, Inc.",20.15,0.0,65.99,-3,-3,-1.4187573601718728,-0.3000766048412786,1.9865019615090052,0.8425274312459208,-3,-1.4419893460809856,1.5421419943838728,0.32842505066098937,3,3,,2.1191757158019726
071,TT,"Trane Technologies plc",20.063,0.0,51.75,-0.8215255290391745,-3,-1.4337060777499278,-0.661237300735112,1.9646188815187557,-0.2181303917409136,-2.236172918778336,-0.6267487959358684,0.9902654594365246,-0.522056537160536,3,3,1.56,1.4696767009794478
072,BR,"Broadridge Financial Solutions, Inc.",20.047,0.0,16.8,-0.8916447969340593,-3,-1.1697575343685596,-0.9771457169071649,1.9465089708113898,0.10495506897861023,-0.9693982361487441,-0.008598295520628518,-0.22900503514423853,-0.9500875940746919,1.3608339349752543,3,1.63,2.241848112091508
073,MLM,"Martin Marietta Materials, Inc.",19.926,0.0,37.22,-0.6289912052564113,-3,-0.7035764728038868,1.4611177576482652,1.982349997510332,1.2038304904680397,-1.528189894514985,-2.470771554871372,0.21771303632220337,-0.4491794462812173,3,3,0.74,0.1446079238853592
074,A,"Agilent Technologies, Inc.",19.853,0.0,16.72,-0.7085536585056454,-3,-1.4394017382630908,1.5945102932002495,1.9831719418306244,0.5092798812175203,-1.313243013421049,-0.47410281159582635,-0.2598378745972575,-1.2327977993763102,1.3440278432719692,1.6024402223661793,0.68,2.6539392014301746
075,UNH,"UnitedHealth Group Incorporated",19.764,0.0,25.92,0.34056722934542355,0.9704936125247496,1.0809613748058815,-0.6149373069234962,1.9606108882779756,-1.0223937226536643,-1.4141536790853078,0.17148373141765916,-0.41773426990648516,-0.3867410292594453,3,3,1.37,-1.2504255964685753
076,APH,"Amphenol Corporation",19.554,0.0,24.63,-0.9701630150610464,-3,-2.350291917949441,0.7142449329146445,1.9805909063679386,0.3900403039523362,-1.744699476234306,-0.3166890232487738,0.2534756634242271,-0.19977356401335378,2.926428133835107,3,0.97,1.1257484094321597
077,FDS,"FactSet Research Systems Inc.",19.348,0.0,14.42,-1.027916919784254,-3,0.3402924306637706,0.8717297434594871,1.971072922904076,1.7759602507691097,-0.4860692331730272,-0.07887868781809804,-0.22928712528329634,-0.6346099753561443,0.883761948094022,2.8727733145138905,0.89,-0.7319357566690009
078,FAST,"Fastenal Company",18.431,0.0,23.17,-0.8565873237082021,-3,-1.1010839840345488,1.9585664600030244,1.9933462732919256,0.31162040987714523,-0.8563405954226724,-0.35795893705018766,-1.084595323655445,-1.1456420383984458,2.634715840341177,1.372878342976295,2.29,0.6653231081882638
079,AWK,"American Water Works Company, Inc.",18.284,0.0,4.8,-0.04030332083381833,-3,0.6928546192409707,-1.0172013017201302,1.9581484127794224,3,-0.8155301361612688,0.11695478159698514,-1.5658090240165694,-2.186966549532344,-1.0406947752656996,0.8828277507451344,1.65,3
080,PSA,"Public Storage",18.175,0.0,9.83,0.2632131891784235,-3,0.980270343121527,,1.9806209976492977,3,-0.6705645779068803,0.04479906006149914,0.6821612216486017,0.17573135581225685,-0.033344355138224556,-0.38670698864746894,3,-0.1269802016673019
081,EG,"Everest Group, Ltd.",17.965,0.0,16.19,1.6456322373686936,1.1879212201422822,0.9580845187540082,,1.945164369034995,,-2.0479431223049653,-0.19935307073903807,,0.05829510385587646,1.237526699819058,0.4849278180194085,2.27,0.5325588872949382
082,HUM,"Humana Inc.",17.334,0.0,7.14,0.747114106017032,2.560284567355728,1.6400462657720807,,1.9621854630426763,,-2.8357346906889935,-1.7310175168423942,,-0.7330186603080773,-0.5719490723825504,0.9808928952763225,0.67,3
083,WM,"Waste Management, Inc.",17.27,0.0,22.57,-1.1286860012713777,-3,0.278073198538229,-0.424988168480833,1.9248819353904099,0.7376872613335944,0.14062090759193602,1.0760872489952926,-0.44496337871317626,-0.9081452453309534,2.513065331351225,3,1.67,-2.260207766611065
084,PLD,"Prologis, Inc.",16.704,0.0,11.8,-0.7594758503538225,-3,-1.312907226287402,-1.3343957066536498,1.9867634527981832,3,-2.2256025807675526,-0.5069826745757382,1.4136935973104152,1.4700696135300753,0.3602385956536577,1.1933555731987369,2.35,1.663353222008375
085,MAR,"Marriott International, Inc.",16.231,0.0,16.04,0.11166290969877032,-2.276899770051578,-3,-1.214120072146354,2.7729032258064517,-0.21996373297347466,-3,-2.456066683541895,3,3,1.2075899981609155,2.777635163721616,1.29,3
086,MCK,"McKesson Corporation",15.993,0.0,75.42,0.06979477131920173,2.8275268216742178,1.633770965442402,-0.9954334090956483,2.687237479806139,-1.8528055826418048,-0.9858579041672142,-0.5976608287248455,1.2740900615370436,-1.436779093632755,3,1.1249221769754278,0.81,-1.204665233705801
087,QLYS,"Qualys, Inc.",15.851,0.0,19.57,-1.6428240280561168,-3,1.502645280151463,0.9381924318102404,1.9758568502936111,1.4278520645387027,-3,-3,-0.2638832346688805,0.04032917939355336,1.914484100827027,3,,0.5054249853046414
088,AJG,"Arthur J. Gallagher & Co.",15.484,0.0,42.41,-2.652299287678817,-3,0.453211138332022,-1.6936651569144399,1.9242703219399926,0.16274982873142108,-0.4973832388467381,0.6116574808993347,0.37341701945317285,-0.3954791538449964,3,3,1.37,-1.5480123248487243
089,WST,"West Pharmaceutical Services, Inc.",14.913,0.0,46.0,-2.1109091134409383,-3,-1.069785332306038,2.066388806192319,1.9934154807358555,0.8622279476574685,-3,-1.772397398472016,1.4037302158705884,-0.5983824445052353,3,3,0.26,-0.45697171857183216
090,ALL,"The Allstate Corporation",14.375,0.0,20.85,3,1.7697617911871053,1.542715367426804,,1.9035092853123243,,-1.7905055083390202,0.001042182010811743,,-0.7736674267053342,2.1695485832397923,1.8428626410186355,2.36,-3
091,AOS,"A. O. Smith Corporation",13.619,0.0,13.86,0.07082672097470501,-3,-1.8042476779266714,0.029831799428752692,1.985149642160052,0.13818521594684385,-1.6277928216692965,-1.1115883795032975,3,-0.93739616874125,0.772289943362378,2.3806230070484746,1.77,0.6590335654513908
092,ODFL,"Old Dominion Freight Line, Inc.",13.46,0.0,65.15,0.5074145235863121,-3,-1.007006845801941,1.852406464239945,1.9941069155018858,1.3628330803565947,-2.5179780046403604,-2.048498851035041,1.2066838204831463,-0.08557257429268965,3,3,0.34,-1.6337331232896268
093,CDNS,"Cadence Design Systems, Inc.",13.086,0.0,65.46,-3,-3,-1.143893351093196,0.04634956913431498,1.9866918938004643,1.5791173857318823,-2.90024992007248,-1.7031535774395827,1.279270707993159,0.026955025700641143,3,3,,0.1515057571946464
094,ATO,"Atmos Energy Corporation",12.871,0.0,6.81,0.4707415562688555,-3,0.6542097043825934,-1.4706814767498255,1.9785706799886367,2.644397269239192,0.1684334699706289,1.0003738189039209,-0.8879209768653379,0.056325675362245774,-0.6387719908851744,0.662782474764194,2.38,-0.089908417650636
095,MSI,"Motorola Solutions, Inc.",12.785,0.0,30.74,-0.8772751463613602,-3,-0.7193694823316649,-0.3804044630404464,1.6520165745856354,0.770818719310552,-1.287210269145545,-0.1527803733515718,-0.10866408555465626,-0.9179532109184965,3,3,1.35,-1.2143759979281636
096,GRMN,"Garmin Ltd.",12.672,0.0,16.77,0.30248462601659737,-3,-0.8799950064440132,2.2471055255755186,1.9954606520765652,0.4285980149002028,-1.74573593745101,-0.9134974087329004,-2.428944184751039,-1.3912867962021913,1.3549541946164014,1.2957336005021816,2.43,1.6129179671072946
097,TMUS,"T-Mobile US, Inc.",11.98,0.0,24.4,0.06262618261478892,-1.352716295091294,1.5222341645219284,-0.6350344036697249,1.9558164258672641,1.4562998039664958,-0.3865243285511841,-0.5185993629754915,-1.0031264892073757,-1.9879402204152625,2.8796428756960157,3,,-3
098,FCN,"FTI Consulting, Inc.",11.838,0.0,33.6,-0.19318526110370515,-0.5757672966461405,3,1.3085467797380956,1.9864293486489486,-0.7909752318698445,-1.19836813718657,-2.0731274962853847,-1.1925207906889739,-0.5269397500585538,3,3,,-3
099,NEE,"NextEra Energy, Inc.",11.663,0.0,10.89,0.560341008755491,-3,1.3920228554488183,-1.375603476021886,1.9495571753602428,3,-1.728037351183712,0.05619972853805333,2.9512833503885574,0.4515429462470344,0.17811781046391417,1.3400696671986836,2.2,-3
100,CBOE,"Cboe Global Markets, Inc.",11.648,0.0,18.22,-0.08379527276435506,-3,0.7857627656305677,-0.5362151221627873,1.9824215809284818,1.3602756062011394,-0.12871845103289736,-0.08784504491565137,-0.7861633740896888,-2.2953181334313193,1.6442679736078964,2.2295014649168894,1.43,-1.579924074481676
101,CB,"Chubb Limited",11.044,0.0,19.87,1.181371432908318,-0.5796947451204264,0.7303496810622756,,1.9438751743492362,,-1.4665127025547244,0.07027547301878911,,-0.7043409713446916,1.9737618631225156,0.7273172352153191,1.84,-1.1917098172723872
102,PEP,"PepsiCo, Inc.",10.806,0.0,11.97,-0.24592516338756412,-1.6743276511408105,1.341097168322422,-0.6843618668436187,1.9115192131005783,-0.2777055022903435,1.0491199718643989,1.573634599855481,-1.3738917165195677,-1.1654752183472912,0.3948081679147654,0.3413713346240657,2.74,-0.9162422275872171
103,STE,"STERIS plc",10.71,0.0,13.45,-1.0197297134782302,-3,-0.2196333697998415,0.6377673917785587,1.9844182565715318,0.5779878033444635,-0.898991599192966,-0.40705030060696057,3,2.567761920650279,0.6897562364213854,2.7108574293820054,0.87,-3
104,ADP,"Automatic Data Processing, Inc.",10.261,0.0,13.16,-0.4036469132571666,-3,0.06503645576644235,-1.7618243717206483,1.7294924624547605,1.115837477862837,-0.8481561692835475,-0.2754940321592816,-0.6432317841704733,-1.5966556662901144,0.6312950698703343,2.770458860507459,1.99,0.23869031463805043
105,CDW,"CDW Corporation",9.246,0.0,27.42,-0.4671315092394062,0.4614455189401384,-1.4016352115241892,0.0678794560823226,1.8899182374541004,-1.0889315119760479,-1.8631879161312925,-1.2512329923793644,-1.458712823489055,-1.8790370644498817,3,3,1.08,0.7159108729442252
