Index,Symbol,Name,EgeriaScore,PortfolioWeight,YearlyReturn5YrAvg,P/E Ratio Norm,Price/Sales Norm,Beta Norm,Quick Ratio Norm,Debt/Equity Norm,EBIDTA Margin Norm,5 Year STD Norm,10 Year STD Norm,EBIDTA Avg Growth Rate Norm,Revenue Avg Growth Rate Norm,5 Year Return Norm,10 Year Return Norm,Yield Norm,Free Cashflow Growth Norm
011,FCN,"FTI Consulting, Inc.",25.03,3.22,33.6,-0.19318526110370515,-0.5757672966461405,3,1.3085467797380956,1.9864293486489486,-0.7909752318698445,-1.19836813718657,-2.0731274962853847,-1.1925207906889739,-0.5269397500585538,3,3,,-3
012,TMUS,"T-Mobile US, Inc.",24.983,3.15,24.4,0.06262618261478892,-1.352716295091294,1.5222341645219284,-0.6350344036697249,1.9558164258672641,1.4562998039664958,-0.3865243285511841,-0.5185993629754915,-1.0031264892073757,-1.9879402204152625,2.8796428756960157,3,,-3
013,AVGO,"Broadcom Inc.",24.881,3.08,71.15,-2.310669533334388,-3,-1.9937530727358133,2.6841323430114787,1.9592521260630316,3,-2.368486555949098,-3,1.7086696308398686,-0.08345571397815803,3,3,2.97,0.02717409645700606
014,ABBV,"AbbVie Inc.",24.553,3.03,33.56,-3,-3,1.1080475475715628,-0.7330673079464074,1.7600115830115832,1.1613829669722742,-1.2379065986690758,-1.2214063108303082,0.6208652060154591,-1.6960521880703392,3,3,3,-0.8517371182051896
015,HWKN,"Hawkins, Inc.",23.978,2.98,65.01,0.23034814630149145,0.07738705013667213,0.2635041500098356,1.0112577169834163,1.9862566854086672,-0.5538907287455088,-3,-2.6445893163283625,1.0081152080755296,2.049621041437605,3,3,1.57,3
016,MNST,"Monster Beverage Corporation",23.768,2.93,18.13,-0.9620035350747085,-3,0.14472889959809554,3,1.9964568638907714,0.8322764045570136,-0.637683626063307,-1.1044619074388313,-1.582546553113263,0.16835029370773,1.6258223596619807,3,,1.3817100032266794
017,MRK,"Merck & Co., Inc.",23.6,2.88,21.55,-3,-3,1.9395355992695131,-0.6423289483926209,1.9632580293233284,-0.8510164021692119,0.17371329300864335,0.36855892569505055,0.13532446464453612,-0.30449321413566716,2.3091171274649955,0.8585821414569413,2.89,2.352056543345866
018,MA,"Mastercard Incorporated",23.066,2.84,18.57,-1.3065459944088795,-3,-1.4549339957018237,-0.3718642400393508,1.8976735459662288,3,-0.740100276555971,0.024879538948721525,1.1795584993568433,0.602565758338016,1.7132149527315903,3,0.51,0.8234087787170417
019,FDS,"FactSet Research Systems Inc.",22.505,2.81,14.42,-1.027916919784254,-3,0.3402924306637706,0.8717297434594871,1.971072922904076,1.7759602507691097,-0.4860692331730272,-0.07887868781809804,-0.22928712528329634,-0.6346099753561443,0.883761948094022,2.8727733145138905,0.89,-0.7319357566690009
020,NVDA,"NVIDIA Corporation",22.239,2.77,315.92,-3,-3,-3,3,1.9894131881427708,3,-3,-3,3,3,3,3,0.13,3
021,COST,"Costco Wholesale Corporation",21.746,2.74,43.57,-2.095924871242964,0.8910928014798059,0.19305177867298406,-0.9566745079355627,1.964932556468992,-1.5409278698538749,-0.17037551191753675,0.4256340760192927,-0.13152757150658695,-0.3277977116200372,3,3,0.73,0.10669552116054781
022,ADI,"Analog Devices, Inc.",21.283,2.7,15.89,-0.8147483418745433,-3,-1.5296198941387151,-0.4830884128597228,1.9925604888969592,2.8062226647222097,-1.8773032200305924,-1.2465038088891314,3,3,1.1783575378522402,2.4606558536627685,1.81,2.456622141527286
023,VMC,"Vulcan Materials Company",19.748,2.68,23.26,-1.1300859874452764,-3,-0.21539828799161387,2.5656970912738215,1.981190902530935,0.6449498843484963,-1.2645177859421128,-1.6982076347078658,0.3372195967590336,0.49674100066895477,2.651273691650294,2.3743821126363467,0.88,-3
024,GMAB,"Genmab A/S",19.259,2.65,14.04,1.8382147715817303,1.1325225616994519,-0.8561472468021841,3,1.9976722556153115,1.4381449556877501,-3,-3,0.2794833484270633,1.6100271929668437,0.8084602900559452,3,,3
025,UFPI,"UFP Industries, Inc.",18.301,2.62,56.7,0.9465039967697687,1.4149642251762882,-3,3,1.9935489727348277,-0.8695904789770121,-3,-3,3,0.6009973548018337,3,3,0.98,3
026,ATO,"Atmos Energy Corporation",14.119,2.6,6.81,0.4707415562688555,-3,0.6542097043825934,-1.4706814767498255,1.9785706799886367,2.644397269239192,0.1684334699706289,1.0003738189039209,-0.8879209768653379,0.056325675362245774,-0.6387719908851744,0.662782474764194,2.38,-0.089908417650636
027,QLYS,"Qualys, Inc.",14.094,2.57,19.57,-1.6428240280561168,-3,1.502645280151463,0.9381924318102404,1.9758568502936111,1.4278520645387027,-3,-3,-0.2638832346688805,0.04032917939355336,1.914484100827027,3,,0.5054249853046414
028,NOC,"Northrop Grumman Corporation",12.693,2.55,14.9,-0.9663215908782251,-0.09717757138904486,2.1518175380910023,-0.28236476302126956,1.9570814464346062,-0.9236446933061849,-0.6943999321942673,0.1239546103443443,-3,-2.540722581968974,0.9807766071586889,2.7605671460487033,1.57,-3
029,AAPL,"Apple Inc.",10.692,2.53,46.42,-0.12949868294750116,-3,-2.1351117042478185,-0.31337572604398933,1.9065307501689568,1.444773998848864,-2.232788757002072,-1.3974874795536154,0.8092070848113011,-0.44981921287070925,3,3,0.74,-0.603344087925801
030,EXPO,"Exponent, Inc.",10.114,2.51,9.88,-1.5405831439755953,-3,0.5134700954258592,2.379126546393344,1.9836728870915652,0.2400450103024407,-2.502068439174262,-1.2863925234038387,0.3035843287096448,-0.9163609215642093,-0.023055002526203055,3,0.94,-1.3371460001105853
031,MAR,"Marriott International, Inc.",1.231,2.49,16.04,0.11166290969877032,-2.276899770051578,-3,-1.214120072146354,2.7729032258064517,-0.21996373297347466,-3,-2.456066683541895,3,3,1.2075899981609155,2.777635163721616,1.29,3
032,HDB,"HDFC Bank Limited",-13.657,2.47,1.1,2.2107864689050754,3,-0.4838359759839239,,1.8431578833148416,,-3,-1.8691868618462282,,-0.29232925898673445,-1.7805149206389086,0.8107889165505007,0.58,-3
