Index,Symbol,Name,EgeriaScore,PortfolioWeight,YearlyReturn5YrAvg,P/E Ratio Norm,Price/Sales Norm,Beta Norm,Quick Ratio Norm,Debt/Equity Norm,EBIDTA Margin Norm,5 Year STD Norm,10 Year STD Norm,EBIDTA Avg Growth Rate Norm,Revenue Avg Growth Rate Norm,5 Year Return Norm,10 Year Return Norm,Yield Norm,Free Cashflow Growth Norm
041,SJM,"The J. M. Smucker Company",-1.342,0.0,2.45,3,0.4527567943397888,2.889347966034491,-0.24714350430361898,1.978875843528831,-1.262896269402276,-0.06470742714604505,0.20780026138100727,-3,-2.3888170961739164,-1.5109881634979714,-1.1940017297278067,3.0,-3
042,KMB,"Kimberly-Clark Corporation",-2.935,0.0,4.3,-0.047368697178216776,-0.6918200305347214,1.9373775942829852,-1.0683982683982682,1.64424043715847,-0.4988497870882483,0.5694101462996759,0.7739736193503184,-3,-2.558856035560589,-1.1400799613889259,-1.0417954071844642,3,-1.2762453716499127
043,APD,"Air Products and Chemicals, Inc.",-3.298,0.0,6.76,0.17221722532067185,-3,-0.11939274512747067,0.11093998665229243,1.9771643761921063,1.6183760374153766,-1.579888539703747,-0.36260114009574806,-1.431979188940042,-0.41351208891815716,-0.6485869544861237,0.291092209481842,2.2,-3
044,BDX,"Becton, Dickinson and Company",-4.113,0.0,2.53,-2.783451703146511,-3,1.7552385985864043,-0.8080108417407017,1.9790805132379734,0.19731171762774474,-0.07973312371872598,0.5254954710537261,-0.2843464028955861,-1.645712006703355,-1.4944871065747676,-0.0772064441956286,1.34,-2.9923170175040212
045,PNR,"Pentair plc",-4.595,0.0,25.0,0.2952346864833537,-2.643854981140667,-2.0745134532217855,-0.3091828138163437,1.9791974138198998,0.07577049579729545,-2.160393944179014,-1.1659653460125368,0.578823214925319,-0.7456008456101845,2.9997858618540203,-0.8254742760529994,1.54,0.5832857391724297
046,GPC,"Genuine Parts Company",-4.608,0.0,15.67,0.5636541950495315,1.4283120000195397,-0.6653146405223909,-1.1502768135719075,1.9384170675750565,-1.098909119138792,-2.5946587519883035,-0.38621148452600007,0.7367127889424253,-0.6198729043107747,1.134643009719107,-0.009491202109442914,2.76,-3
047,DOV,"Dover Corporation",-5.214,0.0,17.73,0.1539207622864795,-1.967985968630841,-2.2605595914724206,-0.5354231237569185,1.9755535899095387,0.03691242637293979,-1.6471562349640632,-0.7155500357007343,-0.49266860409304625,-1.3278965880203129,1.5466825226660597,0.6024462243289285,1.56,0.8716160544635677
048,HRL,"Hormel Foods Corporation",-6.036,0.0,0.15,-0.00253774159529372,0.32125706368253154,2.6354272025147356,-0.6349637681159421,1.9852362717739178,-0.8900116340496059,-0.09151331556358322,0.21113241768167246,-2.7385137897868406,-1.325171952786794,-1.969249564402376,-0.9223042127000197,2.25,-2.782137639043653
049,SYY,"Sysco Corporation",-10.478,0.0,5.0,0.5010075298800911,2.324677296732649,-1.8016788919433957,-0.6316885806609571,1.7930988408968935,-1.4565103019536723,-3,-1.8479944420810064,3,-0.20101590255392843,-0.9992579307685365,0.3459455532191316,2.47,3
050,ESS,"Essex Property Trust, Inc.",-11.461,0.0,0.52,-1.2724955924060497,-3,-0.2610785477229899,1.7088914402347237,1.9751592864574516,3,-2.631117223367827,-0.5542187099819396,-3,-2.2169308198337254,-1.8954149274243826,-0.7489209272609607,3,-1.870872407649849
051,EMR,"Emerson Electric Co.",-11.753,0.0,13.69,1.7179445164250315,-3,-2.560461812984137,2.2007154213036566,1.984389772342791,0.4721855553460305,-2.118498967021342,-0.8907122333339341,-1.4932706222656955,-3,0.7388364150870393,-0.5544880450681763,2.53,-3
052,TGT,"Target Corporation",-12.119,0.0,25.7,0.5146882488915229,1.9293510159955527,-2.00292107188647,-1.460319104848736,1.9375759380583681,-1.1993445797490039,-3,-2.512167606129876,-1.77544265106771,-2.0217529998733696,3,1.5403796259412343,2.25,-3
053,MDT,"Medtronic plc",-12.524,0.0,1.6,-0.12410776520575839,-2.888468818390024,-0.18756190516643734,1.0840791072809632,1.98473942854923,0.7558787128712868,-0.7838655309710969,0.001666921544801525,-2.3275278215883435,-2.471646016984674,-1.679083564678902,-1.0152691006298196,2.5,-3
054,MKC,"McCormick & Company, Incorporated",-13.1,0.0,1.51,-0.394572000811821,-2.306862377449812,0.26237037314806255,-1.5133111749330408,1.9692580077854842,-0.15102845030898288,-0.8166039903854747,-0.12478409247053435,-2.5596430351634654,-1.7854848107363133,-1.6976028729619026,-0.0022663871260226644,1.63,2.875229431617696
055,TROW,"T. Rowe Price Group, Inc.",-15.042,0.0,4.96,0.9472734181041889,-3,-3,3,1.995817824115475,1.9000077393390602,-1.9964632900193973,-0.6555125785422922,-2.605117825688628,-2.4833117941691802,-1.0084769830076101,-0.7494736033474396,3,-3
056,CHRW,"C.H. Robinson Worldwide, Inc.",-15.43,0.0,-2.3,-0.14649202290031368,2.3770825588774236,0.16508245768183216,0.6485343760919262,1.9463369133789667,-1.6512977082925224,-1.7335385784471677,-0.32312180917080546,-2.1731338128049975,-1.62029583064179,-2.4604285521421643,-1.2516491017324662,2.39,3
057,FRT,"Federal Realty Investment Trust",-16.062,0.0,-1.13,-0.97092225339871,-3,-2.226747227309138,1.100789040727932,1.9648322984677962,3,-3,-0.7823487094991775,-0.2909035231480569,-0.8549195741697421,-2.2268534897548338,-1.6813393882002372,3,3
058,ALB,"Albemarle Corporation",-17.307,0.0,10.14,1.4652884131457289,0.7218154169801925,-3,-0.4692379809137128,1.9817140067444523,-1.175691726586202,-3,-3,3,3,0.028946414417292773,-0.7645865910462755,1.21,3
059,CLX,"The Clorox Company",-18.476,0.0,1.58,-3,-1.322831920742258,1.9242002925180453,-0.8993218570683359,1.494818181818182,-1.3310533515731875,-1.0217696556445723,-0.2664699401732529,-3,-2.3329893290558177,-1.6841989324036775,-0.498186694768073,2.77,-2.7608035216418463
060,BEN,"Franklin Resources, Inc.",-18.688,0.0,-2.03,1.047555214939465,0.323805245139475,-3,3,1.9722288514630484,0.6392663906317475,-3,-1.7412182555197653,2.672818921135292,-0.03790036956298763,-2.4060404080668745,-2.381011429997086,3,-0.8579199463501226
061,ECL,"Ecolab Inc.",-19.411,0.0,5.1,-2.007594731410114,-3,-1.6315694913165257,-0.18647889916701188,1.9657553420264273,-0.023524497069228878,-1.5399149200371198,0.32298092537509593,-1.2671082411838583,-1.173108003660635,-0.9796323839157659,-0.27514776059777696,1.05,-0.9014646529279517
062,PPG,"PPG Industries, Inc.",-23.536,0.0,4.34,0.19449680815330359,0.09369951978856955,-2.3464830749066357,-0.07360506529481592,1.9652093973442288,-0.49150024756560495,-2.364430407296344,-0.77173104699754,-1.6043411787427502,-1.00810886125814,-1.131390324832087,-1.2357137723772045,1.71,3
063,AMCR,"Amcor plc",-27.878,0.0,0.29,0.36826801228637257,1.5434263329429432,-0.14732580493242053,-0.8543342269883825,1.935851962245405,-0.755166025366966,-1.0625671522864844,-0.8067510038640755,-2.1531554887407203,-1.8487002259692296,-1.9411528437441057,-1.4290017675668563,,-3
064,MMM,"3M Company",-36.428,0.0,-7.01,2.920316992592995,0.3501463914115679,-0.7466977946414205,-0.5814211936981108,1.8098106927397546,-3,-1.409560598773119,-0.1920803391468482,-3,-2.856973238204811,-3,-1.7313045974389278,3,-3
065,WBA,"Walgreens Boots Alliance, Inc.",-41.551,0.0,-11.37,2.4817659833460364,3,0.17165026579774756,-1.5011208477684939,1.9319334698566504,-2.7767849733049323,-2.0016978166956862,-1.4416395399157338,-3,-2.0944941093863276,-3,-2.831351621285993,3,-3
066,SWK,"Stanley Black & Decker, Inc.",-46.706,0.0,-6.26,3,1.6872295526950782,-2.515473042172045,-1.4046097361979875,1.967739534678283,-1.4874881979076238,-2.7624629165900902,-1.515454661532262,-3,-1.5966653798030122,-3,-1.5250080890914115,2.47,-3
